age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
38,44834.55,749,13156.15,19.93,6.0,2.3,2418.82,8,8726.05,Female,Full-Time,High School,Medical,North,Married,2017,60,2017-10-20,0
70,145698.61,595,56258.3,50.87,3.0,11.0,2803.0,6,,Male,Part-Time,Bachelor,Education,Central,Single,2014,48,2014-09-25,1
46,23317.97,658,9300.94,19.81,6.0,0.5,154.64,1,6274.08,Female,Unemployed,Master,Education,West,Married,2014,24,2014-07-12,0
64,,599,13799.8,33.81,4.0,1.4,1163.17,6,48038.05,Female,Part-Time,Master,Medical,South,Widowed,2018,36,2018-06-22,1
49,42895.57,589,5293.48,17.91,4.0,1.6,3593.0,4,10194.0,Female,Full-Time,Bachelor,Car,Central,Married,2019,84,2019-09-20,0
70,43352.04,632,4495.04,33.05,4.0,3.6,91026.75,6,10844.93,Male,Retired,Master,Home,Central,,2020,48,2020-10-09,0
71,28363.31,649,5810.18,51.92,6.0,0.8,2433.88,6,,Male,Unemployed,Bachelor,Home,North,Married,2017,60,2017-01-25,1
20,,575,10231.19,13.39,6.0,16.2,19315.33,2,9163.71,Male,Unemployed,High School,Business,Central,Married,2022,48,2022-10-01,0
35,74643.71,708,10073.82,35.86,2.0,3.3,15679.89,2,12593.01,Female,Self-Employed,High School,Personal,Central,Single,2014,36,2014-02-20,0
67,93490.88,622,10578.36,26.56,6.0,3.6,30641.26,6,24465.71,Male,Full-Time,Master,Business,North,,2024,84,2024-10-25,0
29,54087.15,773,16537.36,29.92,6.0,6.0,1191.23,2,17209.76,Female,Full-Time,Bachelor,Home,South,Married,2018,36,2018-02-12,0
62,37858.02,651,12354.09,63.45,0.0,9.8,24049.79,2,14646.1,Female,Part-Time,,Car,Central,,2019,36,2019-12-03,0
46,38274.95,558,3641.16,29.57,2.0,0.1,825.26,0,11216.25,Female,Self-Employed,,Home,Central,Married,2023,36,2023-06-05,1
59,76400.93,470,18767.19,55.03,3.0,8.3,2851.77,5,20560.47,Female,Part-Time,Bachelor,Home,South,Divorced,2015,84,2015-03-14,1
20,26124.65,735,16201.9,53.3,6.0,3.6,96418.4,3,6962.08,Male,Self-Employed,PhD,Medical,West,Married,2018,60,2018-03-24,0
60,70680.88,694,9916.81,21.74,2.0,0.3,3871.89,1,13563.24,Male,Full-Time,Master,Car,West,Married,2022,36,2022-09-14,0
74,65936.42,580,50096.65,46.8,2.0,1.4,10286.04,2,17371.29,Female,Full-Time,Bachelor,Personal,East,,2014,60,2014-02-17,1
22,63693.8,724,6398.09,47.35,2.0,,,4,16935.39,Male,Unemployed,Bachelor,Car,West,Married,2015,60,2015-11-10,1
26,21044.1,716,4271.34,37.14,5.0,2.3,7482.37,4,3649.21,Female,Unemployed,,Car,West,Single,2012,48,2012-12-25,0
70,65379.46,728,9621.74,16.55,0.0,9.4,2162.81,0,,Male,Self-Employed,,Medical,Central,Married,2020,36,2020-01-20,0
29,44065.87,556,28465.56,44.21,5.0,,738.8,8,10577.3,Male,Part-Time,,Education,West,Married,2017,12,2017-04-01,1
66,,656,22157.45,42.09,,0.7,4957.58,6,21785.62,Male,Retired,Master,Car,West,Married,2024,24,2024-11-25,0
58,60946.26,550,23295.59,19.69,,6.9,,1,12933.07,Female,Full-Time,High School,Personal,North,Single,2013,60,2013-05-04,1
63,39996.23,706,16909.08,42.41,5.0,3.5,5178.56,6,11311.77,Female,Unemployed,Master,Education,South,Married,2021,36,2021-02-11,1
65,28582.64,439,2392.81,4.15,6.0,1.8,,6,6509.25,Female,Full-Time,Master,Education,West,Married,2024,48,2024-11-22,1
30,27778.28,579,22293.99,28.19,4.0,4.4,2640.55,8,5369.92,Male,Full-Time,Bachelor,Car,South,Divorced,2013,84,2013-05-24,1
61,,596,8257.63,55.01,0.0,,2907.95,7,6201.81,Female,Full-Time,High School,Car,East,,2023,60,2023-08-08,1
48,92451.13,715,7609.69,8.6,1.0,12.2,987.73,0,,Female,Full-Time,High School,Personal,North,Married,2020,36,2020-05-18,0
29,16918.26,504,22223.68,61.39,3.0,,4385.04,2,5044.77,Female,Full-Time,PhD,Medical,West,Married,2022,36,2022-01-07,1
60,75377.15,703,16550.04,34.13,5.0,,6270.42,4,13476.76,Female,Full-Time,High School,Business,South,Single,2022,36,2022-12-10,0
32,38244.0,850,6125.23,16.75,5.0,4.4,4579.36,4,9118.75,Female,Full-Time,Master,Car,Central,,2015,48,2015-04-16,0
53,88701.88,613,1965.59,31.88,1.0,1.3,3504.03,0,,Male,Part-Time,High School,Personal,Central,Single,2019,36,2019-07-24,0
30,55395.51,809,6979.04,31.43,1.0,3.5,4590.02,7,12603.66,Female,Part-Time,High School,Personal,West,Divorced,2024,60,2024-08-19,0
36,22393.82,555,26492.66,45.63,2.0,3.4,10793.88,1,5087.76,Female,Full-Time,High School,Personal,West,Married,2017,36,2017-03-23,1
18,35345.04,708,19777.84,27.79,4.0,,4386.09,3,13762.04,Female,Full-Time,High School,Home,East,,2017,36,2017-08-20,0
72,44396.26,760,15215.0,37.66,6.0,8.3,10061.2,2,9935.95,Male,Unemployed,Master,Car,North,Single,2020,24,2020-12-13,0
26,38412.31,583,2814.73,46.88,0.0,16.9,8730.17,5,6496.1,Male,Retired,Master,Car,North,,2015,24,2015-01-25,0
41,75380.96,606,12015.2,45.94,1.0,0.1,3480.03,5,15173.5,Male,Part-Time,Bachelor,Home,West,Single,2021,48,2021-07-10,1
47,18944.06,560,43074.99,30.71,2.0,0.6,994.37,5,3581.31,Male,Part-Time,,Car,North,Single,2015,48,2015-04-20,1
40,108995.81,601,4001.61,2.45,0.0,3.5,16092.04,3,30395.76,Female,Full-Time,Bachelor,Home,Central,Widowed,2015,36,2015-02-09,0
22,62529.74,581,7036.21,15.46,1.0,,7500.73,5,23215.45,Female,Full-Time,High School,Home,South,,2021,36,2021-04-23,0
42,91512.45,789,41978.82,16.6,2.0,6.9,5056.49,0,28562.56,Female,Full-Time,Bachelor,Car,West,Single,2012,60,2012-05-14,1
41,48936.12,696,35060.99,45.26,0.0,,1202.64,1,,Female,Part-Time,High School,Education,North,Single,2023,12,2023-08-23,0
36,35938.53,767,21082.51,11.07,4.0,11.5,6945.58,9,6912.71,Male,Part-Time,,Personal,South,Married,2018,48,2018-02-01,0
69,140883.44,833,11629.99,32.41,0.0,5.3,7218.0,5,26036.26,Male,Part-Time,Bachelor,Car,North,Single,2020,60,2020-05-14,0
65,37954.93,626,9929.24,15.98,3.0,1.3,13836.2,6,10555.14,Male,Full-Time,High School,Home,North,Single,2017,36,2017-06-02,0
55,,475,2807.3,36.24,5.0,6.0,9624.58,2,8331.9,Female,Retired,,Education,East,Widowed,2010,84,2010-01-10,1
36,273824.24,660,10978.69,6.28,0.0,1.9,11657.3,4,88089.66,Male,Full-Time,High School,Personal,Central,Married,2020,12,2020-11-24,1
19,42772.44,684,18195.09,16.16,0.0,0.1,4182.75,0,16604.93,Female,Full-Time,High School,Home,East,Single,2018,48,2018-05-17,0
45,97186.7,571,31097.76,28.1,0.0,1.8,2679.96,7,19917.65,Female,Full-Time,Master,Personal,Central,Married,2021,48,2021-07-06,1
20,45441.23,666,52862.44,20.66,4.0,0.9,5299.85,6,13006.91,Male,Self-Employed,Master,Personal,North,Single,2023,60,2023-11-16,1
67,221093.96,613,17487.93,54.56,2.0,4.4,,5,38790.72,Male,Unemployed,PhD,Car,South,,2021,36,2021-06-21,1
60,38881.66,478,23413.97,38.4,6.0,7.1,1661.19,6,11346.76,Male,Part-Time,Master,Medical,North,Single,2024,24,2024-01-27,1
53,65446.48,850,12079.11,7.92,5.0,,14212.34,8,22242.92,Male,Full-Time,High School,Business,North,Single,2020,36,2020-10-03,0
38,46914.04,716,14617.39,29.92,4.0,1.0,2115.7,4,,Male,Part-Time,,Home,East,Single,2021,36,2021-09-21,0
44,23348.56,595,6365.24,47.58,4.0,,12393.18,1,4259.9,Male,Full-Time,Bachelor,Home,Central,Single,2020,48,2020-07-25,0
70,92820.72,593,8009.15,19.18,5.0,0.4,1011.04,1,16482.24,Female,Retired,PhD,Personal,North,Single,2019,36,2019-12-05,0
61,36194.94,699,13760.45,61.82,2.0,7.1,7547.39,8,10077.17,Male,Full-Time,High School,Education,Central,Married,2015,36,2015-11-10,0
20,76145.05,627,14498.0,32.02,3.0,30.7,988.59,4,13362.74,Non-Binary,Full-Time,Bachelor,Home,South,Married,2019,48,2019-09-12,0
50,12236.17,498,4091.04,13.66,0.0,1.4,29347.9,7,2067.78,Female,Full-Time,High School,Home,South,Divorced,2016,36,2016-02-14,1
20,34162.93,606,19028.33,18.67,3.0,1.6,6898.11,3,9287.41,Male,Retired,,Personal,South,Married,2018,84,2018-09-12,0
56,49852.16,590,4583.38,25.45,3.0,8.9,4876.83,1,16350.25,Female,Full-Time,,Business,North,Married,2016,12,2016-11-25,0
52,34770.64,723,7201.89,32.58,5.0,1.7,4874.56,3,,Male,Self-Employed,High School,Home,West,Divorced,2011,84,2011-08-07,0
54,58430.5,850,20307.79,38.96,3.0,19.1,4244.4,5,12193.24,Female,Part-Time,Bachelor,Business,West,Married,2016,12,2016-11-10,0
38,81904.39,809,5478.72,39.15,2.0,5.9,1499.56,8,14112.27,Female,Unemployed,,Medical,East,Single,2018,60,2018-06-07,0
32,53332.27,451,14367.37,50.8,5.0,3.3,6120.19,8,12849.75,Female,Full-Time,High School,Car,North,Married,2014,48,2014-07-21,1
45,26151.79,643,25173.22,71.53,1.0,1.5,2579.07,9,5286.24,Female,Part-Time,Bachelor,Education,Central,Single,2011,12,2011-05-27,0
54,60268.62,615,7224.91,25.1,2.0,1.3,4786.78,9,,Female,Full-Time,PhD,Home,North,,2023,60,2023-09-11,1
48,,662,2994.4,28.29,5.0,10.8,892.18,5,19035.06,Male,Self-Employed,Master,Medical,East,,2015,36,2015-01-26,0
53,31759.77,520,7231.0,15.23,3.0,4.1,5105.43,2,8507.44,Female,Retired,High School,Business,West,Single,2016,84,2016-12-01,0
20,34643.0,697,5553.3,15.83,5.0,0.7,3527.36,4,12592.09,Female,Full-Time,Master,Car,Central,Married,2017,48,2017-01-20,0
60,196989.24,734,10370.62,11.66,1.0,2.6,862.6,5,,Female,Unemployed,High School,Car,East,Single,2016,24,2016-06-09,0
42,33966.87,762,9999.55,8.79,0.0,9.6,4506.38,0,8361.57,Female,Self-Employed,Bachelor,Education,East,,2016,48,2016-11-17,0
41,26475.69,608,25606.71,21.24,2.0,5.3,3142.14,4,4893.76,Male,Self-Employed,Bachelor,Car,Central,Divorced,2017,24,2017-09-27,0
52,27934.35,617,2762.84,36.88,1.0,9.2,2837.66,7,4863.62,Female,Full-Time,Bachelor,Business,Central,Married,2016,60,2016-10-08,0
38,84493.11,745,75528.98,16.54,5.0,1.0,4112.61,8,17286.32,Female,Full-Time,Bachelor,Home,South,Married,2018,60,2018-02-09,1
40,31715.2,783,8703.68,5.99,3.0,16.0,10396.74,7,6778.89,Male,Self-Employed,Master,Education,West,Married,2017,36,2017-10-21,0
42,44701.39,767,3281.82,18.16,2.0,5.3,6970.59,6,8506.61,Male,Self-Employed,High School,Medical,Central,Single,2015,60,2015-05-24,0
50,76413.51,799,11859.27,18.28,3.0,4.6,,4,26614.1,Male,Retired,,Home,South,Married,2024,60,2024-04-06,0
55,69894.32,581,35535.97,46.61,,1.2,5866.54,3,14013.71,Male,Full-Time,Bachelor,Home,West,Single,2014,24,2014-01-14,1
64,131986.45,572,16897.8,44.76,5.0,,6947.26,6,34475.62,Female,Retired,Bachelor,Personal,North,,2011,60,2011-11-17,1
43,63833.42,735,6983.62,72.37,5.0,7.3,2558.72,9,12828.88,Female,Full-Time,PhD,Home,Central,Single,2016,48,2016-03-15,0
47,20238.41,639,9983.13,47.25,5.0,1.7,10097.62,3,5636.17,Female,Full-Time,Master,Home,West,,2017,48,2017-11-12,1
52,52359.18,641,8335.29,28.53,5.0,0.6,,8,18001.14,Male,Full-Time,High School,Education,East,Married,2015,24,2015-03-25,1
58,,726,5723.68,15.71,4.0,2.2,4461.86,6,17482.04,Male,Full-Time,High School,Home,East,Married,2015,24,2015-08-22,0
32,155845.98,707,8212.41,74.67,0.0,3.9,,6,31931.78,Male,Part-Time,,Education,East,Married,2020,48,2020-06-11,1
50,78408.97,661,17420.84,16.75,4.0,5.4,9750.19,1,14132.6,Female,Part-Time,Bachelor,Home,South,,2023,60,2023-01-25,0
47,46228.65,495,12438.66,11.08,2.0,2.1,1798.98,8,15766.81,Female,Retired,High School,Home,North,Married,2013,36,2013-11-08,1
36,37762.87,696,5528.55,24.12,1.0,1.8,2521.67,9,8111.01,Male,Part-Time,High School,Home,East,Single,2018,60,2018-06-10,1
62,53131.13,641,13452.77,16.52,1.0,2.7,11107.71,1,15059.48,Female,Retired,Bachelor,Education,North,Divorced,2020,36,2020-07-28,0
67,37333.96,753,26476.22,14.57,2.0,0.1,,2,6563.79,Non-Binary,Part-Time,,Education,Central,Married,2016,60,2016-11-06,0
37,18293.07,626,9089.04,25.73,4.0,3.5,,4,,Male,Full-Time,PhD,Medical,West,Single,2016,60,2016-09-15,0
32,96937.53,839,20891.74,23.63,3.0,7.8,3551.32,2,19844.76,Male,Retired,Master,Home,South,Divorced,2017,48,2017-09-17,0
49,27228.55,662,10917.86,45.56,2.0,11.6,51917.69,8,6922.75,Female,Full-Time,Bachelor,Business,South,Widowed,2010,60,2010-12-18,0
42,30447.53,652,18340.1,53.79,5.0,1.4,16780.74,8,6633.46,Male,Self-Employed,Bachelor,Home,East,Married,2019,24,2019-07-15,0
21,30405.4,652,34821.82,10.26,0.0,6.0,689.9,1,6047.05,Non-Binary,Self-Employed,,Home,East,Single,2018,84,2018-02-21,0
27,158635.16,460,29957.76,17.73,6.0,11.1,2576.13,7,32062.36,Male,Self-Employed,Bachelor,Education,Central,Single,2018,84,2018-12-18,1
45,35742.31,538,9869.44,23.08,1.0,0.2,2781.31,2,9277.25,Male,Self-Employed,,Home,South,Single,2023,60,2023-01-27,1
20,80819.03,689,24477.22,37.33,6.0,22.3,7143.29,1,16655.36,Female,Full-Time,Bachelor,Car,North,,2016,36,2016-10-21,1
71,67149.66,667,33878.61,28.57,,1.4,,4,11459.54,Female,Full-Time,Master,Home,East,,2014,84,2014-01-08,0
63,38642.67,748,9849.62,60.71,2.0,3.3,22069.22,6,6590.87,Female,Part-Time,,Home,North,Single,2016,60,2016-02-27,1
39,53051.3,701,18686.22,16.58,5.0,1.6,955.52,1,10697.22,Female,Unemployed,High School,Home,North,Married,2014,36,2014-11-05,0
26,136499.31,705,14894.1,33.21,0.0,3.8,8042.46,0,28528.47,Non-Binary,Retired,Bachelor,Business,Central,Single,2020,36,2020-11-20,0
70,18746.31,725,13036.07,25.93,5.0,11.8,3194.16,4,4555.31,Female,Full-Time,,Car,East,Married,2024,36,2024-12-04,0
27,64701.27,654,5251.55,39.0,5.0,3.2,4324.99,6,15522.15,Male,Full-Time,Bachelor,Medical,North,Married,2012,60,2012-05-22,1
46,107937.06,767,11412.35,37.43,2.0,6.7,22042.22,5,36389.94,Male,Self-Employed,Master,Education,South,Single,2022,48,2022-06-21,0
71,49304.5,743,7634.46,20.43,0.0,2.5,6287.37,3,15134.86,Female,Self-Employed,Master,Personal,East,Married,2021,24,2021-09-27,0
69,58359.39,734,10579.34,27.41,2.0,10.6,,8,19302.23,Male,Self-Employed,Master,Education,South,Married,2018,60,2018-10-05,0
21,83565.37,628,8152.57,20.46,4.0,3.4,23900.12,1,17115.64,Female,Self-Employed,Bachelor,Education,East,Widowed,2021,24,2021-04-17,0
68,44305.65,646,12822.6,30.26,4.0,2.8,3492.33,9,11221.7,Male,Full-Time,Bachelor,Education,East,Single,2024,36,2024-07-28,0
38,21044.73,526,20175.92,37.67,5.0,4.5,13690.34,5,5900.75,Male,Part-Time,,Home,Central,Married,2016,60,2016-02-16,0
57,,671,6027.47,13.16,5.0,5.7,2545.8,6,21370.46,Female,Self-Employed,High School,Personal,North,,2013,36,2013-04-13,0
30,113163.87,643,7585.61,46.23,1.0,2.6,20085.42,6,38486.08,Male,Full-Time,High School,Education,North,Married,2017,36,2017-09-05,1
28,57270.93,650,25707.9,31.18,0.0,17.9,3191.07,2,12796.07,Male,Full-Time,Bachelor,Business,North,Single,2012,36,2012-06-09,1
71,,752,11392.39,37.74,1.0,1.8,3932.88,3,19536.1,Male,Full-Time,Bachelor,Medical,Central,,2015,48,2015-03-28,1
19,36628.87,662,15172.54,30.69,4.0,7.9,6533.49,4,,Female,Self-Employed,Bachelor,Home,South,Married,2015,48,2015-03-16,0
52,35968.09,691,5817.22,24.44,2.0,12.8,1650.64,1,6199.01,Male,Self-Employed,Master,Personal,West,Married,2019,60,2019-09-25,0
48,69826.36,593,28125.64,3.06,1.0,6.0,17712.14,0,27703.09,Non-Binary,Full-Time,High School,Business,North,Married,2014,36,2014-09-06,0
23,21181.48,566,11662.04,15.16,5.0,4.6,,5,5750.72,Male,Unemployed,Bachelor,Car,West,Married,2018,36,2018-09-12,0
71,48425.3,627,21781.23,20.38,5.0,,4711.47,9,10638.13,Male,Full-Time,PhD,Car,South,Single,2013,60,2013-02-26,0
56,72214.59,598,4746.44,42.12,0.0,2.1,900.61,1,16243.43,Male,Self-Employed,High School,Medical,Central,Single,2014,24,2014-03-01,0
53,48780.46,695,5653.05,56.93,5.0,7.9,102.78,0,8345.77,Male,Self-Employed,High School,Home,East,Married,2014,36,2014-10-24,1
29,186511.28,602,17990.34,46.08,2.0,0.5,8195.48,0,63821.74,Female,Full-Time,High School,Home,East,Widowed,2020,36,2020-08-01,1
26,159087.04,552,5850.28,8.78,0.0,11.1,8444.69,4,29126.48,Female,Full-Time,Bachelor,Education,East,Married,2017,36,2017-11-14,0
65,36870.47,817,12944.09,41.7,1.0,3.9,2013.74,7,7107.75,Male,Full-Time,Bachelor,Personal,Central,Married,2014,12,2014-12-14,0
56,18267.84,720,9799.6,7.74,0.0,11.1,804.6,9,3979.09,Male,Retired,Bachelor,Education,North,Single,2014,48,2014-09-15,0
66,117586.38,711,11075.57,60.25,2.0,7.9,5252.56,0,23129.38,Female,Full-Time,Bachelor,Medical,Central,,2016,36,2016-10-22,0
59,84337.86,657,7757.75,46.88,0.0,,3905.7,2,15655.71,Male,Full-Time,Bachelor,Car,North,Married,2015,60,2015-03-03,0
32,37028.88,580,8071.5,67.85,3.0,2.0,3508.04,6,8747.81,Male,Full-Time,High School,Home,East,Married,2022,48,2022-11-08,0
55,81486.5,560,11017.7,2.75,4.0,,2164.08,9,22208.78,Male,Full-Time,Bachelor,Personal,North,Divorced,2021,60,2021-07-18,1
72,79661.48,497,19917.99,58.34,1.0,4.4,2920.11,5,14232.72,Male,Full-Time,Master,Car,West,Married,2015,48,2015-05-14,1
36,172634.97,796,46807.94,7.91,6.0,12.8,,9,59640.36,Male,Retired,PhD,Business,North,Married,2015,12,2015-04-28,0
55,62937.65,628,5070.76,45.48,3.0,1.9,1531.35,5,22497.06,Male,Part-Time,Master,Car,West,Divorced,2024,36,2024-02-04,1
23,77179.03,850,21963.22,3.28,0.0,9.6,,3,15950.76,Female,Full-Time,PhD,Personal,West,Divorced,2018,36,2018-01-12,1
43,82639.61,748,10168.36,78.13,3.0,,1867.48,1,29104.36,Female,Part-Time,Bachelor,Personal,East,Single,2011,36,2011-10-14,0
53,82415.83,643,50272.72,18.34,5.0,2.4,75305.09,6,29708.67,Male,Part-Time,High School,Home,North,Widowed,2021,48,2021-07-02,0
62,44156.57,621,14911.71,53.28,3.0,1.2,3431.99,0,15916.72,Female,Full-Time,Bachelor,Home,West,Married,2022,48,2022-01-01,1
47,51306.48,678,11154.0,12.08,0.0,0.9,2506.29,3,,Female,Unemployed,Master,Car,Central,Married,2019,48,2019-08-03,0
71,85821.65,556,4090.31,46.54,2.0,0.6,545.44,6,15062.54,Male,Retired,Bachelor,Home,South,Married,2015,60,2015-09-22,1
33,37736.3,619,13534.58,19.98,5.0,2.9,5540.05,9,14176.42,Female,Self-Employed,Bachelor,Home,East,Single,2013,36,2013-06-01,0
22,70740.58,695,4234.34,40.71,2.0,4.3,11848.11,9,17911.08,Male,Full-Time,Bachelor,Business,North,Married,2019,12,2019-08-15,1
25,24191.45,603,9762.77,39.29,5.0,3.3,2855.75,8,4669.85,Female,Full-Time,Bachelor,Home,East,Married,2015,36,2015-09-10,1
49,30149.68,594,11428.7,13.55,1.0,27.3,3181.76,9,10816.41,Female,Full-Time,,Home,South,Single,2012,36,2012-12-05,0
24,33836.61,535,14032.69,9.63,6.0,4.2,14139.89,3,9163.57,Female,Full-Time,Master,Business,East,Widowed,2016,60,2016-08-10,1
56,195708.69,717,12433.89,28.07,5.0,10.8,7404.04,6,51120.99,Female,Full-Time,Bachelor,Car,North,Divorced,2021,60,2021-07-07,1
68,68379.73,754,8295.69,31.19,4.0,,2966.97,3,14545.42,Female,Full-Time,,Home,West,Divorced,2019,84,2019-01-21,0
67,17857.34,570,41033.05,47.73,5.0,4.4,,0,,Male,Self-Employed,Master,Car,South,Single,2019,84,2019-09-21,1
74,62202.13,716,7317.79,34.41,5.0,0.0,15653.42,8,16051.97,Female,Full-Time,,Personal,North,Single,2023,60,2023-11-09,0
27,80287.87,756,7098.56,29.92,0.0,2.8,86218.65,0,14947.45,Male,Unemployed,PhD,Education,East,Widowed,2017,60,2017-04-21,0
46,45803.13,699,3505.92,12.08,6.0,4.9,6049.41,8,11329.07,Female,Self-Employed,Bachelor,Business,North,Divorced,2021,12,2021-11-10,0
22,108328.09,608,19882.52,17.02,0.0,5.2,1013.52,8,22987.33,Male,Full-Time,High School,Education,Central,Single,2023,84,2023-06-08,1
62,30900.44,710,11019.54,32.13,,1.4,1396.64,5,9023.4,Male,Full-Time,High School,Medical,South,Married,2019,36,2019-11-28,0
44,52808.8,669,7528.69,31.1,2.0,2.3,3494.75,1,12093.27,Male,Full-Time,,Home,East,Divorced,2022,48,2022-11-28,0
66,49863.44,511,31600.78,7.09,3.0,0.1,5823.74,4,8415.32,Male,Unemployed,Bachelor,Education,East,Married,2019,48,2019-01-14,1
61,58634.93,845,4755.71,19.41,0.0,11.9,4141.69,9,14180.49,Male,Full-Time,Master,Business,South,Divorced,2016,36,2016-10-16,0
74,123813.12,590,42034.67,39.66,3.0,5.3,8841.34,4,34819.58,Female,Part-Time,,Business,North,Divorced,2015,48,2015-08-20,0
31,30920.1,651,1626.23,42.62,5.0,15.9,42953.66,6,8106.05,Male,Self-Employed,Bachelor,Personal,Central,Single,2019,60,2019-04-03,0
72,46410.11,654,20307.52,14.53,3.0,1.8,1531.37,3,13376.71,Female,Full-Time,,Personal,East,Single,2013,36,2013-11-16,1
61,31447.1,725,40524.04,40.98,6.0,,2030.12,0,8254.38,Male,Full-Time,High School,Business,North,Divorced,2023,84,2023-07-19,0
60,34604.41,651,36830.66,31.08,4.0,,1713.76,6,13231.5,Male,Part-Time,Bachelor,Business,Central,Single,2012,48,2012-02-02,0
36,33472.46,603,29655.37,4.69,2.0,2.0,7467.25,2,5636.19,Male,Full-Time,Bachelor,Home,South,Married,2024,84,2024-05-04,0
54,40601.57,626,22346.97,17.8,5.0,0.2,607.26,8,13800.66,Female,Full-Time,Bachelor,Personal,West,Single,2014,36,2014-07-22,1
49,39065.95,611,10733.56,40.22,5.0,0.9,4755.05,9,10302.28,Female,Full-Time,High School,Car,West,Married,2012,48,2012-08-09,1
55,260062.03,620,10080.05,11.55,5.0,4.8,13214.73,2,60677.25,Female,Full-Time,,Home,West,Single,2014,36,2014-09-01,0
53,37601.62,723,7069.11,71.2,5.0,0.8,832.27,8,13654.51,Female,Full-Time,Bachelor,Personal,East,Divorced,2011,36,2011-12-02,1
72,45589.11,516,9253.18,47.13,0.0,2.4,22869.12,8,11049.6,Female,Part-Time,Master,Car,South,Single,2014,48,2014-08-22,1
25,55468.22,587,17364.47,23.86,0.0,1.6,620.39,3,12403.05,Male,Full-Time,Bachelor,Personal,South,Single,2024,60,2024-09-27,1
52,,580,5894.25,64.37,4.0,,2789.74,8,109372.86,Non-Binary,Full-Time,High School,Personal,Central,Divorced,2019,36,2019-04-01,1
33,65051.57,642,3643.25,45.12,1.0,1.6,2198.87,5,25267.25,Female,Full-Time,High School,Business,South,Married,2018,36,2018-01-01,1
32,37747.42,516,17705.34,6.57,6.0,,7068.66,7,,Male,Full-Time,PhD,Education,West,,2016,60,2016-05-03,1
19,89553.89,662,29654.35,12.68,2.0,0.5,3711.88,5,19452.68,Male,Full-Time,High School,Business,West,,2020,60,2020-01-28,1
30,27049.35,629,2484.25,36.93,2.0,4.0,4237.81,2,8253.73,Male,Part-Time,,Home,East,Single,2014,36,2014-08-05,0
63,61060.62,476,4235.82,22.74,0.0,0.5,10232.67,0,,Female,Self-Employed,,Medical,North,Married,2013,84,2013-02-25,1
33,64639.46,587,11483.02,13.79,6.0,2.2,5884.7,0,16671.82,Female,Self-Employed,Master,Home,West,Married,2016,60,2016-07-22,0
50,57588.96,561,43842.88,35.75,5.0,5.5,7697.13,8,22193.66,Female,Unemployed,PhD,Medical,West,Divorced,2015,24,2015-08-02,1
18,46550.57,548,26088.56,12.73,2.0,1.9,2205.41,0,15540.72,Non-Binary,Unemployed,Master,Home,East,Married,2017,48,2017-01-27,1
27,59391.93,702,25251.62,15.58,3.0,4.0,2139.34,6,11551.83,Male,Retired,Bachelor,Personal,East,Single,2012,60,2012-01-07,0
28,9930.7,753,15958.07,9.98,2.0,6.0,15414.05,4,3343.16,Female,Self-Employed,,Medical,Central,Married,2019,84,2019-09-08,1
73,48105.13,713,32067.97,12.83,2.0,7.0,1685.75,4,8402.44,Female,Full-Time,High School,Car,West,Married,2013,48,2013-12-17,0
48,39983.36,641,7127.67,21.82,5.0,1.8,6561.73,7,,Male,Full-Time,Bachelor,Personal,Central,Divorced,2019,48,2019-06-19,0
36,26971.73,756,19740.84,29.94,5.0,,8142.45,5,9099.74,Non-Binary,Full-Time,Bachelor,Home,Central,Married,2024,48,2024-12-03,1
